Algorithm,KeySize,KeyGenerationTime(us),EncryptionTime(us),DecryptionTime(us),CiphertextSize(bytes),AttackResult
PQC,8192,2974,13812,6759,5470,QUANTUM_SAFE
RSA,2048,77844,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5547,11472,8081,5472,QUANTUM_SAFE
RSA,2048,61269,46,1436,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1954,5161,4200,5475,QUANTUM_SAFE
RSA,2048,204813,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6458,8954,8921,5469,QUANTUM_SAFE
RSA,2048,172078,46,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5008,13544,9549,5473,QUANTUM_SAFE
RSA,2048,33958,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5883,10880,6764,5471,QUANTUM_SAFE
RSA,2048,66209,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2429,6293,5791,5469,QUANTUM_SAFE
RSA,2048,171759,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4575,9899,5841,5470,QUANTUM_SAFE
RSA,2048,94906,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7274,10924,7630,5471,QUANTUM_SAFE
RSA,2048,96981,43,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5317,8784,8458,5474,QUANTUM_SAFE
RSA,2048,41690,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4619,10016,6712,5468,QUANTUM_SAFE
RSA,2048,87790,46,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1607,15769,5223,5473,QUANTUM_SAFE
RSA,2048,115467,45,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5302,5853,4958,5474,QUANTUM_SAFE
RSA,2048,159089,44,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5666,9875,6410,5471,QUANTUM_SAFE
RSA,2048,41415,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7231,15783,4386,5472,QUANTUM_SAFE
RSA,2048,120182,43,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3252,7418,6581,5468,QUANTUM_SAFE
RSA,2048,32507,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3348,6081,6341,5472,QUANTUM_SAFE
RSA,2048,70280,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6918,16168,7781,5475,QUANTUM_SAFE
RSA,2048,70300,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5444,7030,4669,5472,QUANTUM_SAFE
RSA,2048,126555,46,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5799,7048,9942,5472,QUANTUM_SAFE
RSA,2048,78736,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3689,4445,5030,5473,QUANTUM_SAFE
RSA,2048,61507,43,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5814,10515,7065,5474,QUANTUM_SAFE
RSA,2048,44546,41,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6569,6488,6293,5475,QUANTUM_SAFE
RSA,2048,100174,45,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6791,12839,5199,5472,QUANTUM_SAFE
RSA,2048,205098,39,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5205,6114,9468,5475,QUANTUM_SAFE
RSA,2048,62692,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5490,14521,7144,5468,QUANTUM_SAFE
RSA,2048,212371,52,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4645,12009,5866,5475,QUANTUM_SAFE
RSA,2048,39349,46,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6830,11475,4472,5470,QUANTUM_SAFE
RSA,2048,70180,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7925,16178,5162,5470,QUANTUM_SAFE
RSA,2048,106267,46,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2034,16377,4720,5474,QUANTUM_SAFE
RSA,2048,74655,40,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4215,11281,5725,5471,QUANTUM_SAFE
RSA,2048,133493,44,1004,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2538,10610,9318,5473,QUANTUM_SAFE
RSA,2048,84048,44,1011,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6433,7636,6761,5468,QUANTUM_SAFE
RSA,2048,65309,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3863,9355,6993,5475,QUANTUM_SAFE
RSA,2048,45586,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4310,8002,5621,5473,QUANTUM_SAFE
RSA,2048,80029,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4866,6854,4589,5473,QUANTUM_SAFE
RSA,2048,130317,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6946,7470,6482,5468,QUANTUM_SAFE
RSA,2048,130076,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5903,4710,7701,5468,QUANTUM_SAFE
RSA,2048,74110,46,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6444,6797,7518,5471,QUANTUM_SAFE
RSA,2048,72963,38,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3038,8507,4502,5468,QUANTUM_SAFE
RSA,2048,104625,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7592,17649,8523,5468,QUANTUM_SAFE
RSA,2048,51566,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5378,10062,8562,5472,QUANTUM_SAFE
RSA,2048,72006,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2532,17231,7153,5471,QUANTUM_SAFE
RSA,2048,246562,55,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1227,7061,9429,5472,QUANTUM_SAFE
RSA,2048,62424,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3626,9472,8760,5468,QUANTUM_SAFE
RSA,2048,20256,40,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5468,4792,4794,5469,QUANTUM_SAFE
RSA,2048,93890,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4652,14235,9785,5470,QUANTUM_SAFE
RSA,2048,89662,37,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6629,7245,9200,5473,QUANTUM_SAFE
RSA,2048,96861,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6384,13011,8491,5469,QUANTUM_SAFE
RSA,2048,77035,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3375,4357,5880,5471,QUANTUM_SAFE
RSA,2048,20092,40,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7481,4403,6844,5469,QUANTUM_SAFE
RSA,2048,129645,43,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1816,15670,8917,5470,QUANTUM_SAFE
RSA,2048,113956,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3096,11848,8228,5470,QUANTUM_SAFE
RSA,2048,49260,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5949,16484,9754,5475,QUANTUM_SAFE
RSA,2048,226552,44,945,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2810,13597,8646,5472,QUANTUM_SAFE
RSA,2048,97847,47,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3023,13379,4606,5469,QUANTUM_SAFE
RSA,2048,61120,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3520,14367,7621,5470,QUANTUM_SAFE
RSA,2048,110221,40,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5176,6601,4843,5473,QUANTUM_SAFE
RSA,2048,184698,46,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6929,14240,7888,5470,QUANTUM_SAFE
RSA,2048,61139,39,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5743,10050,5217,5470,QUANTUM_SAFE
RSA,2048,184452,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2890,7515,7342,5468,QUANTUM_SAFE
RSA,2048,35645,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6847,10201,7085,5471,QUANTUM_SAFE
RSA,2048,35500,43,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5717,13508,4542,5470,QUANTUM_SAFE
RSA,2048,93748,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5238,10644,9819,5469,QUANTUM_SAFE
RSA,2048,96435,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6076,16061,7877,5473,QUANTUM_SAFE
RSA,2048,125678,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1379,17622,7469,5471,QUANTUM_SAFE
RSA,2048,97596,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1261,17120,7449,5475,QUANTUM_SAFE
RSA,2048,106883,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2192,14931,6867,5473,QUANTUM_SAFE
RSA,2048,141933,37,2649,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7847,12038,8271,5474,QUANTUM_SAFE
RSA,2048,54491,40,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5954,13575,8113,5470,QUANTUM_SAFE
RSA,2048,46394,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4743,11312,6178,5469,QUANTUM_SAFE
RSA,2048,42839,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7012,12192,7613,5468,QUANTUM_SAFE
RSA,2048,95456,45,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4663,15269,9436,5474,QUANTUM_SAFE
RSA,2048,73640,45,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4518,4374,7061,5474,QUANTUM_SAFE
RSA,2048,249185,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3212,4660,5796,5475,QUANTUM_SAFE
RSA,2048,137075,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5921,14782,9340,5473,QUANTUM_SAFE
RSA,2048,119699,44,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6426,16465,9031,5471,QUANTUM_SAFE
RSA,2048,69950,39,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3020,5154,5514,5470,QUANTUM_SAFE
RSA,2048,156662,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7054,15595,6951,5469,QUANTUM_SAFE
RSA,2048,32638,46,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2439,12227,8464,5469,QUANTUM_SAFE
RSA,2048,47730,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4864,5728,4748,5471,QUANTUM_SAFE
RSA,2048,52364,44,1017,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4710,16522,4190,5475,QUANTUM_SAFE
RSA,2048,59905,46,998,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5244,12064,8811,5474,QUANTUM_SAFE
RSA,2048,43413,45,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6214,14317,8377,5475,QUANTUM_SAFE
RSA,2048,38543,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7341,4252,8684,5472,QUANTUM_SAFE
RSA,2048,239344,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3776,11997,9195,5473,QUANTUM_SAFE
RSA,2048,57264,44,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7753,5247,8257,5473,QUANTUM_SAFE
RSA,2048,120957,46,996,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4323,4410,5715,5469,QUANTUM_SAFE
RSA,2048,97824,46,1037,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5592,14051,4544,5469,QUANTUM_SAFE
RSA,2048,59386,45,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7708,6712,7646,5472,QUANTUM_SAFE
RSA,2048,76088,41,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7584,4237,6426,5468,QUANTUM_SAFE
RSA,2048,52977,63,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6439,16562,6459,5475,QUANTUM_SAFE
RSA,2048,45943,41,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3591,5920,4713,5469,QUANTUM_SAFE
RSA,2048,74140,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7066,13521,8823,5475,QUANTUM_SAFE
RSA,2048,196785,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3923,15454,9690,5469,QUANTUM_SAFE
RSA,2048,61233,45,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3595,15101,5113,5468,QUANTUM_SAFE
RSA,2048,98242,62,1402,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2316,8391,4519,5469,QUANTUM_SAFE
RSA,2048,96539,47,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4577,7440,8081,5473,QUANTUM_SAFE
RSA,2048,44545,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4351,13822,5809,5469,QUANTUM_SAFE
RSA,2048,64979,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6304,7586,7829,5469,QUANTUM_SAFE
RSA,2048,82203,41,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2981,17364,8204,5468,QUANTUM_SAFE
RSA,2048,193260,43,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4387,4896,8977,5473,QUANTUM_SAFE
RSA,2048,61723,47,997,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1644,8344,8196,5469,QUANTUM_SAFE
RSA,2048,42093,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2184,15712,7378,5469,QUANTUM_SAFE
RSA,2048,106567,46,947,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3778,16958,7682,5474,QUANTUM_SAFE
RSA,2048,126943,43,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1433,9629,9504,5471,QUANTUM_SAFE
RSA,2048,33208,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3375,16225,7971,5473,QUANTUM_SAFE
RSA,2048,143966,161,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7284,16128,8342,5474,QUANTUM_SAFE
RSA,2048,75166,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2478,13586,9622,5472,QUANTUM_SAFE
RSA,2048,36132,37,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2640,9617,7642,5475,QUANTUM_SAFE
RSA,2048,61107,41,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2710,9843,5919,5473,QUANTUM_SAFE
RSA,2048,73080,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3271,14241,6460,5469,QUANTUM_SAFE
RSA,2048,75375,43,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5152,17933,4971,5468,QUANTUM_SAFE
RSA,2048,77004,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2626,6775,7792,5469,QUANTUM_SAFE
RSA,2048,60677,45,948,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1993,8769,6724,5475,QUANTUM_SAFE
RSA,2048,153551,40,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2045,16775,7008,5468,QUANTUM_SAFE
RSA,2048,58844,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3570,16772,6418,5474,QUANTUM_SAFE
RSA,2048,43698,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3630,12483,8512,5471,QUANTUM_SAFE
RSA,2048,22589,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6755,4235,5433,5471,QUANTUM_SAFE
RSA,2048,135883,42,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7594,7344,7657,5471,QUANTUM_SAFE
RSA,2048,66024,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7814,6906,7354,5475,QUANTUM_SAFE
RSA,2048,41320,46,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1363,8540,8838,5472,QUANTUM_SAFE
RSA,2048,63440,42,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3198,8434,7530,5471,QUANTUM_SAFE
RSA,2048,141759,39,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7553,5296,8105,5470,QUANTUM_SAFE
RSA,2048,28738,43,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4888,8694,4503,5468,QUANTUM_SAFE
RSA,2048,48745,43,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5914,6527,6716,5471,QUANTUM_SAFE
RSA,2048,66782,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4407,12949,6255,5475,QUANTUM_SAFE
RSA,2048,107268,43,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2668,8317,8258,5475,QUANTUM_SAFE
RSA,2048,95669,42,993,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6745,14036,9573,5469,QUANTUM_SAFE
RSA,2048,46187,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7880,5663,8235,5470,QUANTUM_SAFE
RSA,2048,122693,37,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2025,15868,7899,5472,QUANTUM_SAFE
RSA,2048,51957,43,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6220,12556,8408,5470,QUANTUM_SAFE
RSA,2048,67853,49,1000,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5019,14502,8492,5471,QUANTUM_SAFE
RSA,2048,91791,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2736,12295,5690,5471,QUANTUM_SAFE
RSA,2048,41312,46,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5522,10265,4689,5475,QUANTUM_SAFE
RSA,2048,26084,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2533,9455,7276,5473,QUANTUM_SAFE
RSA,2048,119849,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3816,11926,6655,5468,QUANTUM_SAFE
RSA,2048,36925,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7520,4022,6131,5474,QUANTUM_SAFE
RSA,2048,86672,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3988,13442,6780,5471,QUANTUM_SAFE
RSA,2048,30578,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6137,13227,9078,5472,QUANTUM_SAFE
RSA,2048,232523,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7643,8063,7966,5469,QUANTUM_SAFE
RSA,2048,126802,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5946,8515,4956,5472,QUANTUM_SAFE
RSA,2048,190441,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6156,5889,8061,5474,QUANTUM_SAFE
RSA,2048,42093,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6306,17220,7469,5472,QUANTUM_SAFE
RSA,2048,73123,43,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6794,7355,9340,5474,QUANTUM_SAFE
RSA,2048,163763,40,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5048,13486,5079,5472,QUANTUM_SAFE
RSA,2048,104009,44,1012,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7023,17472,8364,5475,QUANTUM_SAFE
RSA,2048,95807,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4028,7325,8521,5475,QUANTUM_SAFE
RSA,2048,124130,40,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5776,10511,8271,5474,QUANTUM_SAFE
RSA,2048,26517,46,1276,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1171,16050,9672,5472,QUANTUM_SAFE
RSA,2048,285710,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6776,17694,6156,5471,QUANTUM_SAFE
RSA,2048,68180,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7027,9919,8143,5475,QUANTUM_SAFE
RSA,2048,81505,46,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7990,12127,9000,5474,QUANTUM_SAFE
RSA,2048,273594,45,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4604,12835,7464,5472,QUANTUM_SAFE
RSA,2048,55013,37,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7820,5126,5764,5472,QUANTUM_SAFE
RSA,2048,212395,47,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5612,12373,4388,5468,QUANTUM_SAFE
RSA,2048,36249,48,1023,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4114,5841,6732,5471,QUANTUM_SAFE
RSA,2048,18664,46,1049,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7709,9728,4595,5469,QUANTUM_SAFE
RSA,2048,122792,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2551,5082,4572,5473,QUANTUM_SAFE
RSA,2048,192860,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1746,12311,6479,5473,QUANTUM_SAFE
RSA,2048,148462,45,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5057,6602,9922,5474,QUANTUM_SAFE
RSA,2048,167724,63,1766,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6296,10967,4735,5469,QUANTUM_SAFE
RSA,2048,64502,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4167,10343,9875,5473,QUANTUM_SAFE
RSA,2048,51988,46,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7831,15377,8308,5473,QUANTUM_SAFE
RSA,2048,79976,42,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5616,15678,5615,5471,QUANTUM_SAFE
RSA,2048,62474,43,947,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6566,10468,6036,5474,QUANTUM_SAFE
RSA,2048,79148,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4540,6957,8041,5468,QUANTUM_SAFE
RSA,2048,147505,45,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6592,11773,9649,5474,QUANTUM_SAFE
RSA,2048,97595,43,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6075,13831,9937,5469,QUANTUM_SAFE
RSA,2048,49774,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4934,10213,9727,5472,QUANTUM_SAFE
RSA,2048,60260,41,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1220,7528,6427,5474,QUANTUM_SAFE
RSA,2048,98923,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2224,7012,4796,5470,QUANTUM_SAFE
RSA,2048,64151,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1549,6491,6431,5475,QUANTUM_SAFE
RSA,2048,31808,46,1008,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7224,4013,7072,5468,QUANTUM_SAFE
RSA,2048,100760,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5853,7901,7636,5474,QUANTUM_SAFE
RSA,2048,63838,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7054,11169,7245,5473,QUANTUM_SAFE
RSA,2048,58768,46,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7851,7892,4788,5473,QUANTUM_SAFE
RSA,2048,56692,40,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3434,12775,4337,5472,QUANTUM_SAFE
RSA,2048,137275,44,951,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6659,15120,9346,5470,QUANTUM_SAFE
RSA,2048,75787,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1681,17463,6984,5473,QUANTUM_SAFE
RSA,2048,42427,43,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6375,5704,5170,5471,QUANTUM_SAFE
RSA,2048,110243,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3221,7085,7710,5475,QUANTUM_SAFE
RSA,2048,63661,47,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1410,16922,6651,5469,QUANTUM_SAFE
RSA,2048,111176,43,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6303,17000,5168,5468,QUANTUM_SAFE
RSA,2048,124262,45,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3094,11619,6343,5474,QUANTUM_SAFE
RSA,2048,109562,41,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2510,8505,9015,5469,QUANTUM_SAFE
RSA,2048,105420,44,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6186,12187,4555,5468,QUANTUM_SAFE
RSA,2048,54092,40,946,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6473,14772,5656,5473,QUANTUM_SAFE
RSA,2048,96325,46,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6259,13277,5641,5471,QUANTUM_SAFE
RSA,2048,99345,45,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6469,14148,5160,5468,QUANTUM_SAFE
RSA,2048,82277,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4993,14841,6318,5470,QUANTUM_SAFE
RSA,2048,26635,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3008,12626,4720,5473,QUANTUM_SAFE
RSA,2048,20565,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5260,7950,5682,5475,QUANTUM_SAFE
RSA,2048,85341,45,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5529,11223,7338,5471,QUANTUM_SAFE
RSA,2048,155584,40,1015,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7046,16977,9786,5472,QUANTUM_SAFE
RSA,2048,118405,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5430,11872,9231,5472,QUANTUM_SAFE
RSA,2048,65987,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
