Algorithm,KeySize,KeyGenerationTime(us),EncryptionTime(us),DecryptionTime(us),CiphertextSize(bytes),AttackResult
RSA,2048,163834,57,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1910,6699,8548,5469,QUANTUM_SAFE
RSA,2048,53205,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4034,10489,5617,5475,QUANTUM_SAFE
RSA,2048,68628,55,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5791,13147,8823,5470,QUANTUM_SAFE
RSA,2048,74985,45,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7329,15847,4086,5475,QUANTUM_SAFE
RSA,2048,95249,45,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3448,14959,5731,5472,QUANTUM_SAFE
RSA,2048,69261,46,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3634,6527,9571,5474,QUANTUM_SAFE
RSA,2048,193645,43,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2633,4682,4937,5472,QUANTUM_SAFE
RSA,2048,34603,45,998,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4270,16735,8848,5474,QUANTUM_SAFE
RSA,2048,72250,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5797,13930,7200,5474,QUANTUM_SAFE
RSA,2048,180448,44,984,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2898,8689,5343,5473,QUANTUM_SAFE
RSA,2048,42872,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6645,5307,9814,5472,QUANTUM_SAFE
RSA,2048,60680,36,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3964,5685,8277,5471,QUANTUM_SAFE
RSA,2048,68335,43,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4455,7030,5753,5469,QUANTUM_SAFE
RSA,2048,80896,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4625,14655,5208,5470,QUANTUM_SAFE
RSA,2048,107066,43,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4648,13287,7711,5475,QUANTUM_SAFE
RSA,2048,171262,43,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5178,5735,8571,5475,QUANTUM_SAFE
RSA,2048,111731,53,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1234,13745,5129,5474,QUANTUM_SAFE
RSA,2048,220220,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6542,14405,9822,5473,QUANTUM_SAFE
RSA,2048,159257,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4638,11434,9701,5470,QUANTUM_SAFE
RSA,2048,66355,58,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1073,5184,5731,5468,QUANTUM_SAFE
RSA,2048,183655,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6530,9954,5558,5475,QUANTUM_SAFE
RSA,2048,67660,44,997,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6776,12583,4177,5475,QUANTUM_SAFE
RSA,2048,61347,44,1547,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6147,17873,5028,5474,QUANTUM_SAFE
RSA,2048,64759,48,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5321,9277,4821,5475,QUANTUM_SAFE
RSA,2048,76128,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6165,9191,8027,5474,QUANTUM_SAFE
RSA,2048,68023,41,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2839,15712,8877,5471,QUANTUM_SAFE
RSA,2048,105777,45,1085,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3269,5880,7104,5472,QUANTUM_SAFE
RSA,2048,72417,44,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1754,7378,6131,5473,QUANTUM_SAFE
RSA,2048,45643,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4758,17785,4257,5468,QUANTUM_SAFE
RSA,2048,47772,43,1017,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1491,10321,4483,5474,QUANTUM_SAFE
RSA,2048,135087,42,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1968,13457,7067,5474,QUANTUM_SAFE
RSA,2048,103089,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5231,4106,5214,5473,QUANTUM_SAFE
RSA,2048,123514,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3865,16870,4391,5475,QUANTUM_SAFE
RSA,2048,206416,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1897,11793,8386,5474,QUANTUM_SAFE
RSA,2048,65728,56,1017,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5330,15682,9421,5475,QUANTUM_SAFE
RSA,2048,44551,44,995,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1308,5210,9487,5475,QUANTUM_SAFE
RSA,2048,70845,54,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2482,10272,6630,5473,QUANTUM_SAFE
RSA,2048,47850,46,1037,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7254,13418,7465,5469,QUANTUM_SAFE
RSA,2048,65578,44,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6475,10383,7293,5474,QUANTUM_SAFE
RSA,2048,164599,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5920,12628,5249,5470,QUANTUM_SAFE
RSA,2048,56277,50,1009,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5320,4790,8686,5469,QUANTUM_SAFE
RSA,2048,132996,44,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4619,5180,7392,5471,QUANTUM_SAFE
RSA,2048,195119,47,984,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5983,13439,5279,5474,QUANTUM_SAFE
RSA,2048,112417,42,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2702,5953,5291,5474,QUANTUM_SAFE
RSA,2048,76018,52,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3931,14029,7155,5468,QUANTUM_SAFE
RSA,2048,67229,44,1042,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5459,17228,6536,5473,QUANTUM_SAFE
RSA,2048,70516,44,996,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5535,16785,8775,5473,QUANTUM_SAFE
RSA,2048,127251,69,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5881,6877,9210,5475,QUANTUM_SAFE
RSA,2048,46861,37,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7711,6853,9481,5475,QUANTUM_SAFE
RSA,2048,27845,44,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1785,13081,6431,5475,QUANTUM_SAFE
RSA,2048,77735,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2964,11782,5616,5469,QUANTUM_SAFE
RSA,2048,126015,45,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5241,15879,6510,5470,QUANTUM_SAFE
RSA,2048,103509,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2240,17497,4634,5472,QUANTUM_SAFE
RSA,2048,26779,39,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7679,10883,5323,5469,QUANTUM_SAFE
RSA,2048,157253,61,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1383,14275,8105,5472,QUANTUM_SAFE
RSA,2048,106253,44,991,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4154,12650,4464,5469,QUANTUM_SAFE
RSA,2048,119431,43,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3905,13676,5896,5468,QUANTUM_SAFE
RSA,2048,233929,97,1865,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6069,17488,7021,5470,QUANTUM_SAFE
RSA,2048,58235,58,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2302,5885,7674,5474,QUANTUM_SAFE
RSA,2048,80037,42,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1585,4230,8122,5469,QUANTUM_SAFE
RSA,2048,26079,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6442,15978,6925,5472,QUANTUM_SAFE
RSA,2048,21042,44,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3160,17028,8436,5474,QUANTUM_SAFE
RSA,2048,83553,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1154,12121,6715,5474,QUANTUM_SAFE
RSA,2048,86683,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4404,7788,6957,5468,QUANTUM_SAFE
RSA,2048,155298,44,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4534,5171,6796,5474,QUANTUM_SAFE
RSA,2048,33901,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3789,8484,6628,5472,QUANTUM_SAFE
RSA,2048,137318,119,2325,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7578,5400,6606,5474,QUANTUM_SAFE
RSA,2048,183828,40,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5303,9944,6050,5472,QUANTUM_SAFE
RSA,2048,84066,46,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6181,12172,8391,5475,QUANTUM_SAFE
RSA,2048,22068,46,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4589,17006,8280,5471,QUANTUM_SAFE
RSA,2048,64270,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5411,8104,7284,5471,QUANTUM_SAFE
RSA,2048,98112,43,1070,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7830,8913,6623,5473,QUANTUM_SAFE
RSA,2048,38606,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2605,16453,9225,5469,QUANTUM_SAFE
RSA,2048,105775,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5284,17003,7313,5472,QUANTUM_SAFE
RSA,2048,160608,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7654,10672,8688,5468,QUANTUM_SAFE
RSA,2048,219956,37,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4793,17788,5181,5470,QUANTUM_SAFE
RSA,2048,52932,51,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6247,13329,9828,5469,QUANTUM_SAFE
RSA,2048,18729,2194,1049,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6487,14301,8320,5469,QUANTUM_SAFE
RSA,2048,44488,45,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5927,6947,4666,5473,QUANTUM_SAFE
RSA,2048,105007,45,1015,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7006,14001,5492,5470,QUANTUM_SAFE
RSA,2048,25562,40,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6797,11968,6369,5470,QUANTUM_SAFE
RSA,2048,160426,44,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7545,12843,9981,5474,QUANTUM_SAFE
RSA,2048,185173,43,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3902,14820,6805,5469,QUANTUM_SAFE
RSA,2048,85652,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4593,13831,9513,5471,QUANTUM_SAFE
RSA,2048,33034,47,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1216,4447,9993,5471,QUANTUM_SAFE
RSA,2048,130316,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4730,5984,4909,5473,QUANTUM_SAFE
RSA,2048,40674,44,1021,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5006,10602,5190,5470,QUANTUM_SAFE
RSA,2048,41651,41,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5711,16113,5788,5468,QUANTUM_SAFE
RSA,2048,44348,39,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3356,12372,5872,5470,QUANTUM_SAFE
RSA,2048,86749,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3658,4655,4177,5471,QUANTUM_SAFE
RSA,2048,38056,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6578,11769,5186,5471,QUANTUM_SAFE
RSA,2048,151728,46,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4362,13657,8925,5468,QUANTUM_SAFE
RSA,2048,62248,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6434,10962,7984,5468,QUANTUM_SAFE
RSA,2048,42333,56,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5794,8801,9927,5472,QUANTUM_SAFE
RSA,2048,60505,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4028,11489,4798,5475,QUANTUM_SAFE
RSA,2048,27462,43,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3650,16022,8250,5471,QUANTUM_SAFE
RSA,2048,67099,63,1780,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2837,6340,4826,5472,QUANTUM_SAFE
RSA,2048,35650,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2810,9795,4447,5472,QUANTUM_SAFE
RSA,2048,153126,47,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3474,5252,9014,5471,QUANTUM_SAFE
RSA,2048,32847,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5318,11777,8170,5475,QUANTUM_SAFE
RSA,2048,38104,45,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7216,9134,9681,5472,QUANTUM_SAFE
RSA,2048,68511,44,1152,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7737,9715,5771,5472,QUANTUM_SAFE
RSA,2048,58240,45,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7363,7138,4977,5473,QUANTUM_SAFE
RSA,2048,53210,39,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6453,14158,6791,5473,QUANTUM_SAFE
RSA,2048,159154,44,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5372,16374,7598,5471,QUANTUM_SAFE
RSA,2048,84079,76,1854,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5632,16593,5512,5470,QUANTUM_SAFE
RSA,2048,81599,41,1041,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2589,6268,7380,5469,QUANTUM_SAFE
RSA,2048,31155,43,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5318,14651,5340,5470,QUANTUM_SAFE
RSA,2048,86901,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6182,15132,6269,5469,QUANTUM_SAFE
RSA,2048,38926,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3817,12824,9597,5470,QUANTUM_SAFE
RSA,2048,75087,42,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5823,15675,7577,5474,QUANTUM_SAFE
RSA,2048,169418,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2851,13227,8635,5471,QUANTUM_SAFE
RSA,2048,235765,42,1011,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7058,4941,4735,5468,QUANTUM_SAFE
RSA,2048,56701,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2725,17538,7657,5470,QUANTUM_SAFE
RSA,2048,35471,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2391,17770,5591,5475,QUANTUM_SAFE
RSA,2048,64878,37,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7111,11409,8130,5469,QUANTUM_SAFE
RSA,2048,99014,44,1007,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6173,6168,6740,5473,QUANTUM_SAFE
RSA,2048,101406,48,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6857,5978,7548,5472,QUANTUM_SAFE
RSA,2048,57394,46,1025,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4045,5832,6435,5474,QUANTUM_SAFE
RSA,2048,308683,43,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6482,8224,7218,5471,QUANTUM_SAFE
RSA,2048,73380,44,1051,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5063,16382,6294,5473,QUANTUM_SAFE
RSA,2048,144823,44,1112,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5384,17028,5758,5469,QUANTUM_SAFE
RSA,2048,147981,44,1024,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7159,7063,7499,5474,QUANTUM_SAFE
RSA,2048,39825,75,1873,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2916,4649,4242,5474,QUANTUM_SAFE
RSA,2048,97918,46,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1684,5171,6954,5471,QUANTUM_SAFE
RSA,2048,86966,43,1003,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7564,11860,5031,5473,QUANTUM_SAFE
RSA,2048,45799,44,986,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7766,11280,4702,5470,QUANTUM_SAFE
RSA,2048,129866,41,1092,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7875,11572,9482,5472,QUANTUM_SAFE
RSA,2048,65183,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7350,14080,4820,5473,QUANTUM_SAFE
RSA,2048,105485,46,998,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3665,5942,8134,5470,QUANTUM_SAFE
RSA,2048,52647,44,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3017,5947,8827,5470,QUANTUM_SAFE
RSA,2048,77335,56,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5253,5838,6209,5470,QUANTUM_SAFE
RSA,2048,121799,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7869,14187,7409,5475,QUANTUM_SAFE
RSA,2048,42679,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4066,8346,5038,5469,QUANTUM_SAFE
RSA,2048,45063,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3617,15216,7022,5469,QUANTUM_SAFE
RSA,2048,25472,44,1062,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2970,8541,8482,5469,QUANTUM_SAFE
RSA,2048,63798,44,1137,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1543,4964,6626,5474,QUANTUM_SAFE
RSA,2048,33329,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3159,7171,5836,5475,QUANTUM_SAFE
RSA,2048,26971,43,1002,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6989,4592,8585,5468,QUANTUM_SAFE
RSA,2048,25389,44,2441,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1615,7501,4412,5472,QUANTUM_SAFE
RSA,2048,80912,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1685,8770,6794,5468,QUANTUM_SAFE
RSA,2048,23451,43,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3451,11159,6736,5475,QUANTUM_SAFE
RSA,2048,110194,44,1080,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1335,8099,4709,5474,QUANTUM_SAFE
RSA,2048,137586,43,1056,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6874,4926,9331,5470,QUANTUM_SAFE
RSA,2048,39711,46,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5112,12400,6579,5472,QUANTUM_SAFE
RSA,2048,90937,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2225,14615,7723,5472,QUANTUM_SAFE
RSA,2048,63190,44,1032,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1437,10172,8924,5468,QUANTUM_SAFE
RSA,2048,108370,42,1066,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1185,6128,9311,5468,QUANTUM_SAFE
RSA,2048,126374,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3426,14855,8314,5469,QUANTUM_SAFE
RSA,2048,87600,45,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5858,15392,5504,5474,QUANTUM_SAFE
RSA,2048,114996,77,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4492,14504,4896,5469,QUANTUM_SAFE
RSA,2048,169825,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2535,15150,7608,5474,QUANTUM_SAFE
RSA,2048,55041,45,1155,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1718,13752,4948,5475,QUANTUM_SAFE
RSA,2048,59051,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2856,15560,6883,5475,QUANTUM_SAFE
RSA,2048,32923,46,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6706,5252,7032,5470,QUANTUM_SAFE
RSA,2048,100857,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5401,16867,4909,5470,QUANTUM_SAFE
RSA,2048,106801,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3586,11758,8092,5469,QUANTUM_SAFE
RSA,2048,86747,43,984,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2286,15479,8194,5472,QUANTUM_SAFE
RSA,2048,37469,39,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3790,10987,6128,5473,QUANTUM_SAFE
RSA,2048,273537,44,1070,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2644,4150,7851,5470,QUANTUM_SAFE
RSA,2048,116139,43,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1667,9722,4421,5468,QUANTUM_SAFE
RSA,2048,124944,44,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5250,12026,7120,5474,QUANTUM_SAFE
RSA,2048,87738,73,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6166,10313,7579,5471,QUANTUM_SAFE
RSA,2048,58948,59,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1097,4094,8279,5469,QUANTUM_SAFE
RSA,2048,58996,44,1032,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3381,11599,4218,5472,QUANTUM_SAFE
RSA,2048,160913,52,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2767,10484,7083,5474,QUANTUM_SAFE
RSA,2048,94454,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5225,9422,9642,5475,QUANTUM_SAFE
RSA,2048,125717,50,990,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5298,8601,7886,5470,QUANTUM_SAFE
RSA,2048,101711,46,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5156,6137,6029,5473,QUANTUM_SAFE
RSA,2048,113541,45,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6931,14625,6492,5475,QUANTUM_SAFE
RSA,2048,60342,56,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6707,13563,5509,5473,QUANTUM_SAFE
RSA,2048,38184,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4235,8565,7977,5473,QUANTUM_SAFE
RSA,2048,54440,44,3602,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4365,5834,7195,5474,QUANTUM_SAFE
RSA,2048,62798,44,1007,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4306,10421,4487,5468,QUANTUM_SAFE
RSA,2048,47985,37,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7819,9841,4305,5475,QUANTUM_SAFE
RSA,2048,72611,43,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6110,16654,4634,5469,QUANTUM_SAFE
RSA,2048,47085,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7567,17734,8788,5474,QUANTUM_SAFE
RSA,2048,79765,44,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4303,14186,4491,5474,QUANTUM_SAFE
RSA,2048,201005,43,1004,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2747,16057,9936,5468,QUANTUM_SAFE
RSA,2048,57621,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7386,11062,9431,5469,QUANTUM_SAFE
RSA,2048,30858,43,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5084,10432,8775,5468,QUANTUM_SAFE
RSA,2048,58497,44,984,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2359,13705,8237,5474,QUANTUM_SAFE
RSA,2048,266898,42,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7304,12358,8740,5472,QUANTUM_SAFE
RSA,2048,147221,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7456,9554,6436,5469,QUANTUM_SAFE
RSA,2048,45625,45,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5483,7889,6321,5469,QUANTUM_SAFE
RSA,2048,48983,45,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5282,14499,6715,5472,QUANTUM_SAFE
RSA,2048,60214,43,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7523,7318,6863,5468,QUANTUM_SAFE
RSA,2048,31458,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4100,12894,5720,5471,QUANTUM_SAFE
RSA,2048,176796,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3179,14416,8723,5473,QUANTUM_SAFE
RSA,2048,229980,42,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3092,12761,4728,5468,QUANTUM_SAFE
RSA,2048,113531,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2075,17181,7430,5475,QUANTUM_SAFE
RSA,2048,330340,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5371,6214,7553,5475,QUANTUM_SAFE
RSA,2048,66197,44,991,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4948,10157,6964,5471,QUANTUM_SAFE
RSA,2048,52581,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3305,16980,7308,5468,QUANTUM_SAFE
RSA,2048,170807,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1185,15977,9161,5471,QUANTUM_SAFE
RSA,2048,50744,44,1043,256,BROKEN_UNDER_QUANTUM_ATTACK
